Date,EventCode,ActionGeo_FullName,ActionGeo_Lat,ActionGeo_Long,AvgTone
2024-12-20,113,"Chicago, Illinois, United States",41.85,-87.6501,-10.2272727272727
2024-12-20,143,"Chicago, Illinois, United States",41.85,-87.6501,-1.56657963446475
2024-12-20,90,"Rush University, Illinois, United States",41.8736,-87.6695,-4.23531756577199
2024-12-20,90,"Chicago, Illinois, United States",41.85,-87.6501,0.74534161490684
2024-12-20,90,"Chicago, Illinois, United States",41.85,-87.6501,-9.01026502167023
2024-12-20,141,"Chicago, Illinois, United States",41.85,-87.6501,-0.0060093816148866
2024-12-20,141,"Chicago, Illinois, United States",41.85,-87.6501,-2.86764548432916
2024-12-20,141,"Chicago, Illinois, United States",41.85,-87.6501,-3.04568527918782
2024-12-20,141,"Chicago, Illinois, United States",41.85,-87.6501,-3.04568527918782
2024-12-20,90,"Chicago, Illinois, United States",41.85,-87.6501,-9.30296193528012
2024-12-20,111,"Chicago, Illinois, United States",41.85,-87.6501,3.66056572379367
2024-12-20,90,"Chicago, Illinois, United States",41.85,-87.6501,0.49893086243763
2024-12-20,90,"Rush University, Illinois, United States",41.8736,-87.6695,-4.23531756577199
2024-12-20,141,"Chicago, Illinois, United States",41.85,-87.6501,2.03821656050955
2024-12-20,90,"Rush University, Illinois, United States",41.8736,-87.6695,-4.23531756577199
2024-12-19,143,"Chicago, Illinois, United States",41.85,-87.6501,-2.04217091522902
2024-12-19,143,"Chicago, Illinois, United States",41.85,-87.6501,-2.04217091522902
2024-12-19,90,"Chicago, Illinois, United States",41.85,-87.6501,3.16742081447963
2024-12-19,141,"Chicago, Illinois, United States",41.85,-87.6501,-5.14123570069706
2024-12-19,90,"Chicago, Illinois, United States",41.85,-87.6501,-7.4468085106383
2024-12-19,143,"Chicago, Illinois, United States",41.85,-87.6501,-2.51366120218579
2024-12-19,90,"Chicago, Illinois, United States",41.85,-87.6501,-2.01612903225807
2024-12-19,139,"Chicago, Illinois, United States",41.85,-87.6501,-2.79850746268657
2024-12-19,1053,"Chicago, Illinois, United States",41.85,-87.6501,1.3953488372093
2024-12-19,111,"Chicago, Illinois, United States",41.85,-87.6501,2.71546635182999
2024-12-19,90,"Chicago, Illinois, United States",41.85,-87.6501,-1.41120581249127
2024-12-19,113,"Chicago, Illinois, United States",41.85,-87.6501,-9.86238532110096
2024-12-19,90,"Chicago, Illinois, United States",41.85,-87.6501,-6.72871245209255
2024-12-19,90,"City Of Chicago, Illinois, United States",41.8368,-87.6845,-1.30499538831502
2024-12-19,111,"Chicago, Illinois, United States",41.85,-87.6501,-0.662251655629139
2024-12-19,90,"Chicago, Illinois, United States",41.85,-87.6501,0.99182347100941
2024-12-19,111,"Chicago, Illinois, United States",41.85,-87.6501,5.16717325227963
2024-12-19,90,"Chicago, Illinois, United States",41.85,-87.6501,1.40765152614536
2024-12-19,111,"Chicago, Illinois, United States",41.85,-87.6501,-6.1503416856492
2024-12-19,90,"Chicago, Illinois, United States",41.85,-87.6501,-6.16424613004638
2024-12-19,111,"Lincoln Park, Illinois, United States",41.9217,-87.6478,2.71546635182999
2024-12-19,111,"Chicago, Illinois, United States",41.85,-87.6501,-6.1503416856492
2024-12-19,90,"Chicago, Illinois, United States",41.85,-87.6501,-8.24324324324321
2024-12-19,90,"Chicago, Illinois, United States",41.85,-87.6501,3.16742081447963
2024-12-19,111,"Chicago, Illinois, United States",41.85,-87.6501,1.75438596491228
2024-12-19,111,"Chicago, Illinois, United States",41.85,-87.6501,-0.491584216684785
2024-12-19,113,"Chicago, Illinois, United States",41.85,-87.6501,-8.17469084440364
2024-12-19,90,"Chicago, Illinois, United States",41.85,-87.6501,-7.4468085106383
2024-12-18,111,"Chicago, Illinois, United States",41.85,-87.6501,-1.07816711590296
2024-12-18,90,"Chicago, Illinois, United States",41.85,-87.6501,-3.125
2024-12-18,111,"Chicago, Illinois, United States",41.85,-87.6501,1.73051198847138
2024-12-18,111,"Chicago, Illinois, United States",41.85,-87.6501,7.34824281150159
2024-12-18,90,"Chicago, Illinois, United States",41.85,-87.6501,-5.31309297912713
2024-12-18,111,"Chicago, Illinois, United States",41.85,-87.6501,-1.19565217391304
2024-12-18,114,"Chicago, Illinois, United States",41.85,-87.6501,-6.34146341463415
2024-12-18,111,"Chicago, Illinois, United States",41.85,-87.6501,0.0
2024-12-18,90,"Chicago, Illinois, United States",41.85,-87.6501,3.13862249346121
2024-12-18,141,"Chicago, Illinois, United States",41.85,-87.6501,-5.86243862889927
2024-12-18,90,"Chicago, Illinois, United States",41.85,-87.6501,-5.31309297912713
2024-12-18,90,"Chicago, Illinois, United States",41.85,-87.6501,-7.4468085106383
2024-12-18,111,"Chicago, Illinois, United States",41.85,-87.6501,-1.19565217391304
2024-12-18,141,"Chicago, Illinois, United States",41.85,-87.6501,2.046783625731
2024-12-18,90,"Chicago, Illinois, United States",41.85,-87.6501,-7.4468085106383
2024-12-18,90,"Chicago Fire Department, Illinois, United States",41.9526,-87.6727,0.0
2024-12-18,141,"Chicago, Illinois, United States",41.85,-87.6501,4.0909090909091
2024-12-18,90,"Chicago, Illinois, United States",41.85,-87.6501,3.16691558077755
2024-12-18,111,"Chicago, Illinois, United States",41.85,-87.6501,-2.01342281879194
2024-12-18,133,"Chicago, Illinois, United States",41.85,-87.6501,-11.4035087719298
2024-12-18,90,"Chicago, Illinois, United States",41.85,-87.6501,-3.07692307692308
2024-12-18,90,"Chicago, Illinois, United States",41.85,-87.6501,3.16691558077755
2024-12-18,90,"Chicago, Illinois, United States",41.85,-87.6501,2.99032269665875
2024-12-17,90,"Chicago, Illinois, United States",41.85,-87.6501,5.426057681145
2024-12-17,111,"Chicago, Illinois, United States",41.85,-87.6501,-4.01396160558464
2024-12-17,141,"Chicago, Illinois, United States",41.85,-87.6501,-7.86686838124054
2024-12-17,111,"Chicago, Illinois, United States",41.85,-87.6501,-7.86686838124054
2024-12-17,1043,"Chicago, Illinois, United States",41.85,-87.6501,-7.55395683453237
2024-12-17,90,"Chicago, Illinois, United States",41.85,-87.6501,-7.14285714285714
2024-12-17,114,"Chicago, Illinois, United States",41.85,-87.6501,-16.4658634538153
2024-12-17,111,"Chicago, Illinois, United States",41.85,-87.6501,2.36559139784946
2024-12-17,90,"Chicago, Illinois, United States",41.85,-87.6501,-1.49152542372881
2024-12-17,111,"Chicago, Illinois, United States",41.85,-87.6501,-7.86686838124054
2024-12-17,141,"Chicago, Illinois, United States",41.85,-87.6501,7.26698262243286
2024-12-17,111,"Chicago, Illinois, United States",41.85,-87.6501,2.36559139784946
2024-12-17,111,"Chicago, Illinois, United States",41.85,-87.6501,1.79282868525896
2024-12-17,90,"Chicago, Illinois, United States",41.85,-87.6501,-4.79365647482043
2024-12-17,111,"Chicago, Illinois, United States",41.85,-87.6501,-7.86686838124054
2024-12-17,141,"Chicago, Illinois, United States",41.85,-87.6501,-7.86686838124054
2024-12-17,90,"Chicago, Illinois, United States",41.85,-87.6501,-1.44092219020173
2024-12-17,111,"Chicago, Illinois, United States",41.85,-87.6501,-5.22648083623693
2024-12-17,111,"Chicago, Illinois, United States",41.85,-87.6501,-3.75587774294671
2024-12-17,90,"Chicago, Illinois, United States",41.85,-87.6501,-7.14285714285714
2024-12-17,90,"Chicago, Illinois, United States",41.85,-87.6501,-0.43352601156069
2024-12-17,111,"Chicago, Illinois, United States",41.85,-87.6501,-0.460047187194468
2024-12-17,111,"Chicago, Illinois, United States",41.85,-87.6501,1.19331742243437
2024-12-17,90,"Chicago, Illinois, United States",41.85,-87.6501,-3.67088262304622
2024-12-17,90,"Chicago, Illinois, United States",41.85,-87.6501,-3.66197183098591
2024-12-17,114,"Chicago, Illinois, United States",41.85,-87.6501,-16.4658634538153
2024-12-16,90,"Chicago, Illinois, United States",41.85,-87.6501,3.92561983471074
2024-12-16,90,"Chicago, Illinois, United States",41.85,-87.6501,3.60824742268042
2024-12-16,1053,"Chicago, Illinois, United States",41.85,-87.6501,-7.49063670411985
2024-12-16,1723,"Chicago, Illinois, United States",41.85,-87.6501,-0.80348175426849
2024-12-16,114,"Chicago, Illinois, United States",41.85,-87.6501,-1.7632241813602
2024-12-16,111,"Chicago, Illinois, United States",41.85,-87.6501,1.64046479835954
2024-12-16,90,"Chicago, Illinois, United States",41.85,-87.6501,8.15006468305307
2024-12-16,111,"Chicago, Illinois, United States",41.85,-87.6501,6.46551724137931
2024-12-16,114,"Chicago, Illinois, United States",41.85,-87.6501,-3.38028169014085
2024-12-16,90,"Chicago, Illinois, United States",41.85,-87.6501,-3.47490347490347
2024-12-16,90,"Chicago, Illinois, United States",41.85,-87.6501,-3.47490347490347
2024-12-16,143,"Chicago, Illinois, United States",41.85,-87.6501,-0.80348175426849
2024-12-16,114,"Chicago, Illinois, United States",41.85,-87.6501,-3.38028169014085
2024-12-16,182,"Chicago, Illinois, United States",41.85,-87.6501,-4.73876063183475
2024-12-16,111,"Chicago, Illinois, United States",41.85,-87.6501,1.89062050095735
2024-12-16,1043,"Chicago, Illinois, United States",41.85,-87.6501,2.20820189274447
2024-12-16,111,"Chicago, Illinois, United States",41.85,-87.6501,-3.1390134529148
2024-12-16,111,"Chicago, Illinois, United States",41.85,-87.6501,-5.61797752808989
2024-12-16,90,"Chicago, Illinois, United States",41.85,-87.6501,2.20820189274447
2024-12-16,1041,"Chicago, Illinois, United States",41.85,-87.6501,-4.32
2024-12-16,111,"Chicago, Illinois, United States",41.85,-87.6501,6.17393509127789
2024-12-16,1053,"Chicago, Illinois, United States",41.85,-87.6501,-7.49063670411985
2024-12-16,111,"Chicago, Illinois, United States",41.85,-87.6501,6.49819494584837
2024-12-16,90,"Chicago, Illinois, United States",41.85,-87.6501,-0.80348175426849
2024-12-16,90,"Chicago, Illinois, United States",41.85,-87.6501,3.92561983471074
2024-12-16,90,"Chicago, Illinois, United States",41.85,-87.6501,3.60824742268042
2024-12-15,139,"Chicago, Illinois, United States",41.85,-87.6501,-4.62184873949579
2024-12-15,139,"Chicago, Illinois, United States",41.85,-87.6501,-4.62184873949579
2024-12-15,141,"Chicago, Illinois, United States",41.85,-87.6501,-5.4402290622763
2024-12-15,141,"Chicago, Illinois, United States",41.85,-87.6501,-5.4402290622763
2024-12-15,90,"Chicago, Illinois, United States",41.85,-87.6501,3.92561983471074
2024-12-15,182,"Chicago, Illinois, United States",41.85,-87.6501,-7.75193798449613
2024-12-15,139,"Chicago, Illinois, United States",41.85,-87.6501,-4.62184873949579
2024-12-15,90,"Chicago, Illinois, United States",41.85,-87.6501,4.54545454545454
2024-12-15,111,"Chicago, Illinois, United States",41.85,-87.6501,-4.10216075247066
2024-12-15,182,"Chicago, Illinois, United States",41.85,-87.6501,-7.35294117647059
2024-12-15,90,"Chicago, Illinois, United States",41.85,-87.6501,3.92561983471074
2024-12-15,90,"Chicago, Illinois, United States",41.85,-87.6501,4.54545454545454
2024-12-15,141,"Chicago, Illinois, United States",41.85,-87.6501,-5.4402290622763
2024-12-15,111,"Chicago, Illinois, United States",41.85,-87.6501,-3.02325581395349
2024-12-15,90,"Chicago, Illinois, United States",41.85,-87.6501,4.54545454545454
2024-12-15,182,"Chicago, Illinois, United States",41.85,-87.6501,-9.20245398773003
2024-12-15,90,"Chicago, Illinois, United States",41.85,-87.6501,-5.04608294930876
2024-12-15,141,"Chicago, Illinois, United States",41.85,-87.6501,-5.4402290622763
2024-12-14,1053,"Chicago, Illinois, United States",41.85,-87.6501,-6.25
2024-12-14,111,"Chicago, Illinois, United States",41.85,-87.6501,-7.44186046511628
2024-12-14,90,"Bronzeville, Illinois, United States",41.8309,-87.6264,-11.2
2024-12-14,90,"Chicago, Illinois, United States",41.85,-87.6501,3.60824742268042
2024-12-14,90,"Chicago, Illinois, United States",41.85,-87.6501,-8.32546321280805
2024-12-14,141,"Chicago, Illinois, United States",41.85,-87.6501,2.602523659306
2024-12-14,90,"Chicago, Illinois, United States",41.85,-87.6501,-2.08333333333333
2024-12-14,111,"Chicago, Illinois, United States",41.85,-87.6501,-3.19284802043423
2024-12-14,111,"Chicago, Illinois, United States",41.85,-87.6501,-7.44186046511628
2024-12-14,182,"Chicago, Illinois, United States",41.85,-87.6501,-11.8055555555556
2024-12-14,182,"Chicago, Illinois, United States",41.85,-87.6501,-9.13978494623656
2024-12-14,90,"Chicago, Illinois, United States",41.85,-87.6501,3.60824742268042
2024-12-14,111,"Chicago, Illinois, United States",41.85,-87.6501,-0.90293453724605
2024-12-14,1053,"Chicago, Illinois, United States",41.85,-87.6501,-6.25
2024-12-14,111,"Chicago, Illinois, United States",41.85,-87.6501,-7.44186046511628
2024-12-14,90,"Bronzeville, Illinois, United States",41.8309,-87.6264,-11.2
2024-12-14,90,"Chicago, Illinois, United States",41.85,-87.6501,-7.67888307155322
2024-12-14,90,"Chicago, Illinois, United States",41.85,-87.6501,-3.3816425120773
2024-12-14,90,"Chicago, Illinois, United States",41.85,-87.6501,-8.32546321280805
